gh6,impact_mean,impact_max,n,lat,lon
tdr1wn,8.852269968438941,24.717771303714496,9,12.953939966666667,77.61547295000001
tdr1wp,26.19491988346686,30.844865258557903,29,12.96172691513889,77.61527811194443
tdr1wq,8.739985433357612,14.43918426802622,20,12.954439836666666,77.62153860000001
tdr1ws,6.421461519786356,9.213401310997815,4,12.944061766666666,77.63295475
tdr1wt,7.726389900461277,12.527312454479242,18,12.95090968969697,77.63971809666667
tdr1wv,11.055474629764506,16.423889293517842,5,12.949340433333333,77.64357038888888
tdr1ww,19.819737800436997,19.819737800436997,1,12.9562708,77.6398969
tdr1wx,51.39111434814275,66.6788055353241,264,12.961115282281128,77.63711344102623
tdr1wy,57.68936635105608,83.06627822286963,133,12.956338288462627,77.64492434412735
tdr1wz,81.37654770575382,95.13838310269482,1377,12.960616799321116,77.64569246158725
tdr1x0,35.49708667152221,47.76948288419519,91,12.922718138623619,77.6553626010431
tdr1x2,43.039307174071375,62.25418790968682,363,12.922517564900419,77.66833241783351
tdr1x3,32.2893906287934,46.977421704297164,21,12.926886907744105,77.67021922424243
tdr1x8,64.82155863073562,84.48652585579023,111,12.924091519282682,77.67518305372853
tdr1x9,82.78297844993787,90.93226511289147,1649,12.927949695945482,77.67952759936333
tdr1xb,65.6409322651129,88.29206117989803,45,12.922416839772728,77.69012753181818
tdr1xc,93.20021040705673,97.68754552075747,1057,12.929348699015627,77.69070082569907
tdr1xd,93.95484340859433,93.95484340859433,15,12.931709013333334,77.68382626
tdr1xf,96.02425662623895,99.6176256372906,7106,12.933225612488025,77.69024009859582
tdr1xg,87.34219470745326,99.8543335761107,379,12.938865071867019,77.69159174865824
tdr1xj,40.36780772032047,56.063364894391846,12,12.952489881818181,77.65348235454546
tdr1xn,47.257829570284045,73.45229424617625,32,12.9550643777898,77.6532057708303
tdr1xp,69.66314639475601,90.62272396212673,146,12.959327651718628,77.65688310889252
tdr1xq,56.7006554989075,62.408958485069185,123,12.957781937586207,77.66786979077587
tdr1xr,47.013838310269485,56.081573197378006,163,12.959542906944074,77.66567443538496
tdr1xs,8.151250303471716,14.785142024763292,5,12.943574400000001,77.68137648333334
tdr1xv,29.72050254916242,31.700655498907505,30,12.950200288095239,77.68977263869047
tdr1xw,17.580116533139112,20.26584122359796,8,12.954756825,77.680276625
tdr1xx,42.680262199562996,64.94901675163874,9,12.961989064285714,77.67853034642857
tdr1xy,30.19391842680262,44.41005098324836,34,12.955598221798192,77.69196654967843
tdr1y0,26.190988545322117,51.67516387472687,51,12.966752417837466,77.61222374414601
tdr1y1,66.07869021607186,89.36635105608157,1822,12.972464002851558,77.61273003996048
tdr1y2,40.695557174071375,66.15076474872542,13,12.967920718333335,77.62297039
tdr1y3,66.74501754618288,90.1128914785142,975,12.972296161640696,77.6231991676276
tdr1y4,82.05369426236142,99.03495994173343,913,12.977752315956277,77.61189884772564
tdr1y5,72.04535268082246,99.4719592134013,11194,12.98289972989023,77.61223969991508
tdr1y6,83.01795618802174,98.06991988346687,402,12.976517807326998,77.62399174541147
tdr1y7,84.47560087399854,95.39329934450109,55,12.981738516122993,77.62650424667113
tdr1y8,80.76747997086672,90.4952658412236,35,12.965981117156863,77.63822593269609
tdr1y9,69.73324836125273,89.58485069191552,353,12.970730789463255,77.63370156712607
tdr1yb,88.09567162626158,98.68900218499635,592,12.967187587325771,77.64503604087757
tdr1yc,83.79278951201748,99.2352512745812,1147,12.971849829120718,77.64527347492634
tdr1yd,75.62753615648737,97.523670793882,359,12.978243014725333,77.63658238920289
tdr1ye,68.66920065549891,95.68463219227968,84,12.981985467285789,77.63554415317829
tdr1yf,42.57031206230041,81.1361981063365,200,12.978071362285892,77.64406947239358
tdr1yg,34.24147244476815,62.527312454479244,117,12.983120350044478,77.64523600010497
tdr1yh,32.758557902403496,62.85506190823015,246,12.988991092349801,77.61243722903365
tdr1yj,57.62709395484341,76.4202476329206,1339,12.994410542989948,77.61229776325918
tdr1yk,47.61471230881282,52.549162418062636,95,12.987842067437999,77.61944958812633
tdr1ym,27.093954843408593,46.631463947560086,14,12.995497446635369,77.62270130173486
tdr1yn,42.597974676452466,78.40495265841224,945,12.999390609628628,77.61327150762307
tdr1yp,20.614833697499392,68.06263656227239,56,13.004220289907407,77.61450052907406
tdr1yq,32.293496422604,50.0,244,12.99934536356823,77.62353547274455
tdr1yr,40.39121839558839,47.12308812818645,114,13.005167211411564,77.6215945993835
tdr1yu,38.3557902403496,44.51930080116533,18,12.98657671319589,77.64720998950467
tdr1yw,22.1959213401311,27.585579024034963,52,13.00189219670451,77.63218035762209
tdr1yx,19.559359067734885,27.29424617625637,24,13.004285761904763,77.63509016142856
tdr1yz,4.788783685360524,4.788783685360524,2,13.0077233,77.6411533
tdr1z0,69.94036780772032,89.65768390386016,110,12.967403220515376,77.65530798543735
tdr1z1,58.21801408108764,98.32483612527312,1112,12.972586757590053,77.65602767253623
tdr1z3,7.046613255644574,7.046613255644574,1,12.9742302,77.6721232
tdr1z4,28.638625880067977,36.2163146394756,98,12.978879625356264,77.65374388022609
tdr1z5,24.754187909686816,27.521849963583396,16,12.980935342508369,77.65505836375193
tdr1z7,14.639475600873999,21.23088128186453,2,12.9855947,77.6699049
tdr1z9,17.56873634377276,19.455571740713765,6,12.973460141666667,77.676428375
tdr1zd,17.088492352512745,17.088492352512745,1,12.9792733,77.6796118
tdr1ze,33.32422918184025,49.3809176984705,25,12.983905846031746,77.67985724126984
tdr1zf,96.8438941490653,98.37946103423161,273,12.979193821530977,77.6945615355658
tdr1zg,90.62727603787327,93.66351056081574,27,12.981860531213112,77.69341492648594
tdr1zh,82.73170065549891,95.79388201019665,16,12.990864205453052,77.65661524212324
tdr1zj,78.2534926835728,91.75163874726876,525,12.992996589619251,77.65598584840613
tdr1zk,19.60730759893178,64.22068463219229,18,12.988676505555555,77.66360772929293
tdr1zm,89.51404062474711,100.0,1825,12.994705539792552,77.6657960448872
tdr1zn,21.185360524399126,25.455207574654043,4,13.001470300000001,77.66108882500001
tdr1zp,11.459092012624424,17.22505462490896,15,13.004825222777777,77.66010811555556
tdr1zq,96.25819373634378,99.98179169701383,187,12.997847870638358,77.67111142645075
tdr1zr,15.85943190094683,23.506919155134742,55,13.00506639869281,77.6627717993464
tdr1zs,38.52876911871814,38.52876911871814,3,12.98968,77.67976703333333
tdr1zu,46.139839766933726,49.27166788055353,56,12.988939043059162,77.68887049632484
tdr1zv,78.24107793153678,96.46758922068463,450,12.99478597207045,77.69097515463271
tdr1zw,70.47017884599822,99.70866715222141,1723,13.000090822563495,77.67905484707504
tdr1zx,93.83952415634862,97.32337946103424,28,13.003337763888888,77.67985834444444
tdr1zy,54.949016751638744,90.5863073561544,214,12.99895387389562,77.69016398769925
tdr1zz,85.41454236465161,98.88929351784414,1055,13.006272070361339,77.68935774015286
tdr2b4,46.3401310997815,46.3401310997815,1,12.8026667,77.7043117
tdr2b5,39.17334304442826,40.62272396212673,28,12.806462734166667,77.6985901775
tdr30h,14.156955571740715,14.156955571740715,1,12.8592515,77.7030056
tdr30j,6.418426802621996,6.418426802621996,2,12.8622241,77.70555279999999
tdr32b,47.84231609613984,47.84231609613984,1,12.877168194473605,77.73582745
tdr32c,53.18645302257829,53.18645302257829,1,12.885763204709242,77.73832915174403
tdr32e,53.91933721777131,57.57465404224327,150,12.896594073877417,77.72006652034861
tdr32f,58.72177713037144,58.72177713037144,9,12.887472755555557,77.73847076666667
tdr32h,39.457392571012385,41.077931536780774,10,12.903190766666667,77.70471483333333
tdr32j,40.29092821882334,61.52585579024035,277,12.905500650093959,77.69973849563662
tdr32k,13.846113827905526,41.49672250546249,31,12.90129534012654,77.70923786267066
tdr32n,39.68044428259286,43.95484340859432,2,12.909953804299604,77.70103517649794
tdr32p,47.78769118718135,60.32410779315368,19,12.91603626617647,77.69887921470588
tdr32z,8.667152221412964,8.667152221412964,2,12.9190833,77.73671565000001
tdr331,60.014566642388935,60.014566642388935,1,12.8852117,77.746775
tdr333,62.78829813061424,66.86088856518573,38,12.883779306558798,77.75234013131663
tdr380,86.17989803350328,86.17989803350328,3,12.922208033333334,77.69548523333334
tdr381,98.70721048798252,98.70721048798252,1,12.9263943,77.6978095
tdr384,84.78392813789755,93.7727603787327,156,12.933931781583121,77.69812691223581
tdr385,93.78079345357955,99.96358339402768,1959,12.938465145062478,77.69934496969924
tdr386,83.01165331391115,83.01165331391115,2,12.935863099999999,77.7066462
tdr38b,12.05996601116776,16.38747268754552,11,12.921190303703703,77.73639921481481
tdr38c,16.205389657683906,16.205389657683906,1,12.9257072,77.7375472
tdr38e,90.47705753823743,94.73780043699928,8,12.938858266666667,77.71871495833334
tdr38h,94.47264202476329,98.5797523670794,457,12.944075293050458,77.69794704811332
tdr38j,97.41181978982415,99.78150036416606,991,12.949836703360674,77.69952948848166
tdr38m,96.03058994901676,97.37800436999272,15,12.95161681111111,77.71618787272728
tdr38n,84.90960113105695,99.32629278951201,1106,12.9562118394551,77.70068726299994
tdr38p,79.35178441369264,98.08812818645303,301,12.960889830669242,77.70156214614782
tdr38q,58.81281864530226,88.58339402767662,328,12.95623287252915,77.71260097082143
tdr38r,53.94910078996023,92.9715950473416,586,12.961744806703642,77.71384644695834
tdr38t,98.14275309541149,98.2884195193008,343,12.950859643336726,77.71758181067439
tdr38w,47.05687611732769,94.3008011653314,78,12.955461533369798,77.7216388443919
tdr38x,85.0327749453751,85.0327749453751,174,12.963491901149427,77.71762382931034
tdr38y,28.030165088613742,50.41879096868171,91,12.956764600055005,77.73446841836933
tdr38z,63.240470988103915,70.21121631463949,110,12.961425589885541,77.73249724736456
tdr391,61.32556445739257,61.32556445739257,1,12.9298278,77.7403797
tdr394,73.0517115804807,73.0517115804807,1,12.93600269327434,77.74866616520504
tdr395,76.52949745083758,84.94173343044427,66,12.938826962608696,77.74680643698068
tdr39h,58.80143845593591,68.97305171158048,68,12.943975706636905,77.74786195665179
tdr39j,44.819737800437004,55.95411507647488,3,12.9509685,77.74504435
tdr39k,60.80662782228696,61.10706482155863,2,12.94387555,77.75196675
tdr39n,22.89942395550553,39.475600873998545,50,12.956548211144337,77.7432938494418
tdr39p,24.925866194984913,39.65768390386016,35,12.96108435838384,77.74767622737373
tdr3b0,57.03490791801062,77.93153678077203,86,12.966407141807448,77.70198699270068
tdr3b1,73.90294974508376,80.89949016751639,52,12.972583449044627,77.70045920585483
tdr3b2,61.87363437727604,92.64384559359068,206,12.966759953147598,77.71489938686807
tdr3b3,89.59809309408728,98.39766933721778,669,12.971615860978154,77.71188045825043
tdr3b4,88.32847778587036,96.15804806991989,171,12.97757648081273,77.69648670575533
tdr3b5,89.40276766205389,89.40276766205389,2,12.9821733,77.695655
tdr3b6,59.385552539230616,79.77057538237436,136,12.977852152093543,77.71158213246994
tdr3b7,49.9385469774217,62.23597960670065,91,12.982646431060004,77.71006781012265
tdr3b8,89.20247632920612,98.19737800437,1085,12.96567947720087,77.71834315096605
tdr3b9,16.61507647487254,16.61507647487254,2,12.97207615,77.7269931
tdr3bb,73.39766933721778,80.33503277494538,18,12.967504682222222,77.73523447000001
tdr3bc,72.48725418790968,72.48725418790968,4,12.9700543,77.731851475
tdr3bd,2.265112891478514,2.876911871813547,17,12.97935123642857,77.72384060785714
tdr3be,6.821032613093793,20.46613255644574,27,12.981664732870371,77.72326672638889
tdr3bf,19.26893663510561,20.87581937363438,4,12.978485733333333,77.73363334999999
tdr3bg,40.97778587035688,85.66096139839767,17,12.984821012962962,77.73025250185185
tdr3bj,67.7355874278671,96.79533867443554,793,12.994195393397758,77.70048571716057
tdr3bk,40.80480699198834,55.680990531682454,90,12.988273279670228,77.70990590537109
tdr3bm,31.692689366351054,51.056081573197375,69,12.99234064064732,77.71289567630953
tdr3bn,81.87363437727603,83.13911143481427,2,12.99817255,77.70155155
tdr3bp,88.90386016023307,99.92716678805536,68,13.006414149182797,77.69908247005377
tdr3bq,30.59905316824472,44.0094683175528,2,12.9981013,77.7164473
tdr3br,22.28058994901675,34.15877640203933,55,13.004744166483515,77.71234090966117
tdr3bs,25.167516387472688,37.927895120174796,12,12.990366486666668,77.72265096
tdr3bt,36.74132070890993,48.78004369992717,45,12.993365099345239,77.71847969426587
tdr3bu,65.52327861504847,94.66496722505462,590,12.98748023202279,77.73251238682616
tdr3bw,42.38892935178441,42.38892935178441,1,12.9986248,77.7175505
tdr3bx,84.05863073561544,85.23306627822286,133,13.004018540078125,77.7208263253125
tdr3c0,62.63135990011445,72.21412964311726,76,12.966087466239932,77.74834196821111
tdr3c1,79.69774217042972,79.69774217042972,24,12.969943730965072,77.74992920313355
tdr3c2,77.60378732702112,77.60378732702112,1,12.968793564429724,77.75544575173693
tdr3c3,67.99890750182084,71.43117261471231,7,12.97333538,77.750612565
tdr3c5,75.57052682689972,80.48069919883467,100,12.985039603584228,77.74710839964156
tdr3c6,56.493080844865254,62.72760378732703,41,12.977992312673994,77.75141155349817
tdr3c7,51.487878472583496,58.8856518572469,62,12.98352871360294,77.75191137489496
tdr3c8,74.4719592134013,74.4719592134013,2,12.964772400000001,77.7616485
tdr3ce,11.983339402767662,19.09140568099053,16,12.983319257142856,77.76906879285714
tdr3ch,78.07720320466133,78.67807720320467,11,12.98765005,77.74700423571429
tdr3ck,18.918426802621997,18.918426802621997,1,12.9908919,77.7557815
tdr3cm,21.276402039329934,24.81791697013838,20,12.992965471666666,77.75706318666667
tdr3cq,44.15513474144209,49.21704297159505,24,13.001583716666666,77.75729178666667
tdr3cr,42.0384195193008,51.229060451565914,131,13.005018648355412,77.75636705605847
tdr450,5.413935421218742,9.868900218499636,20,13.008779845833333,77.48376171875
tdr451,25.74654042243263,25.74654042243263,2,13.0154999,77.4846445
tdr453,20.653678077203203,28.769118718135474,62,13.014271831481484,77.49075471037038
tdr458,24.00764748725419,27.840495265841227,54,13.011380503033626,77.50648516991959
tdr45e,14.2115804806992,14.2115804806992,1,13.0291779,77.4997381
tdr45f,16.628732702112163,18.190094683175527,2,13.0230362,77.51124490000001
tdr45g,25.807668296743316,31.2272396212673,33,13.027735556785714,77.51565866619048
tdr45p,26.875455207574657,26.875455207574657,1,13.0512514,77.4856467
tdr45r,52.1204396477521,70.66642388929351,120,13.050438389796012,77.49348787308408
tdr45s,15.986890021849964,15.986890021849964,9,13.031507677777777,77.50361984444446
tdr45t,17.944282592862344,21.941005098324837,7,13.037207354166666,77.50442427499999
tdr45u,29.59759650400583,33.32119446467589,4,13.032463116666666,77.51283671666667
tdr45v,54.27977885188373,82.0284049526584,275,13.037444075639725,77.51555786327998
tdr45w,53.67625637290605,60.21485797523671,189,13.04462147727801,77.50663175555533
tdr45x,60.41970138383103,67.62563729060452,207,13.048422971735196,77.50236742116142
tdr45y,50.9368999536516,76.49308084486526,124,13.042821119643135,77.51332723256161
tdr45z,12.442340373877153,20.90313182811362,11,13.050626185,77.51546079
tdr465,5.426074289876183,5.426074289876183,1,13.0715267,77.442553
tdr466,6.4639475600874,11.252731245447924,13,13.067013370833333,77.45096611583334
tdr467,4.937484826414178,5.772032046613256,11,13.06963308611111,77.44631376388888
tdr469,32.246904588492356,32.246904588492356,35,13.060770322857143,77.46126350571429
tdr46b,7.704388201019665,12.672978878368536,13,13.056999853125,77.47328168020833
tdr46c,27.524126001456665,44.59213401310998,66,13.058186909114584,77.46987855234376
tdr470,15.525309541150765,34.18608885651857,48,13.054626985492424,77.48139611299243
tdr472,34.19746904588493,39.69410050983249,38,13.052364679177845,77.49002122131958
tdr478,32.05753823743627,40.404224326292784,102,13.055106843628693,77.50750336272574
tdr479,21.223597960670066,39.27530954115077,22,13.059760643333334,77.50559178133334
tdr47b,35.406045156591404,35.406045156591404,1,13.0533824,77.5117663
tdr47d,6.99502306385045,11.744355426074291,4,13.065279033333333,77.50408496666667
tdr47e,3.787327021121632,7.192279679533868,12,13.070720334444445,77.50364415888889
tdr47n,0.10924981791697014,0.10924981791697014,19,13.085203484210528,77.48646901578948
tdr47q,12.827749453750911,12.827749453750911,1,13.0882399,77.494954
tdr47r,12.827749453750911,12.827749453750911,1,13.0933702,77.488978
tdr47t,6.063364894391842,7.665695557174071,6,13.080234383333334,77.50261501666667
tdr4h0,88.67443554260743,98.50691915513474,196,13.010143008557286,77.52783770624008
tdr4h1,75.7875091041515,86.99927166788055,33,13.014986406547619,77.52784830119047
tdr4h2,42.906045156591404,59.759650400582665,50,13.010547713699633,77.53562283924298
tdr4h3,61.69953498795451,98.45229424617625,436,13.015865302623212,77.53505028597863
tdr4h4,52.305171158048076,64.29351784413693,28,13.021289224166669,77.52811053
tdr4h5,36.3401310997815,41.05972323379461,36,13.02610703774854,77.52061505137428
tdr4h6,56.066042586007455,92.77130371449381,310,13.020795384755518,77.53482571992403
tdr4h7,71.38565185724691,97.5782957028405,221,13.02790832860029,77.53676091334637
tdr4h8,62.4233733915999,96.39475600873999,2261,13.01051427368044,77.54757683790088
tdr4h9,39.615376376333494,97.6693372177713,161,13.015949814238818,77.54759663791549
tdr4hb,77.10123816460306,96.99563000728332,6240,13.010010666004924,77.55622725749487
tdr4hc,79.10881737072106,96.50400582665696,423,13.016198542398717,77.55640541275454
tdr4hd,52.84569763812299,59.74144209759651,50,13.022352398886198,77.55056101094856
tdr4he,71.42889657683904,91.9155134741442,353,13.026393785117335,77.54480154806508
tdr4hf,43.05873478306108,74.96358339402768,247,13.021121015649934,77.55782017172506
tdr4hg,23.58885651857247,28.750910415149306,38,13.026907596865506,77.56111951530328
tdr4hh,37.82774945375091,45.17479970866715,11,13.034134759259258,77.53015878703704
tdr4hj,76.12891478514202,84.8871085214858,19,13.038041267521367,77.52112047435897
tdr4hk,65.83667152221413,97.88783685360525,523,13.03219540174135,77.53481379061789
tdr4hm,38.49842194707453,58.01165331391115,26,13.037864395833333,77.53395032499999
tdr4hn,42.778131828113615,66.442097596504,40,13.043664657011204,77.52473358912754
tdr4hp,43.9487739742656,46.13983976693372,218,13.049119477865679,77.52455715751874
tdr4hq,51.32010196649672,56.82811361981064,5,13.0451908125,77.5397758375
tdr4hr,51.11070648215586,51.11070648215586,1,13.0463449,77.5402667
tdr4hu,73.87668776962295,96.4857975236708,300,13.032224881082337,77.55767542353026
tdr4hv,91.46030589949017,91.46030589949017,1,13.0358442,77.5575566
tdr4hw,19.351379784737397,52.40349599417334,34,13.04425912888889,77.54860491444444
tdr4hx,44.39044204157096,63.619810633648946,104,13.0486465091453,77.54678984861306
tdr4hy,6.607590839200453,16.860888565185725,37,13.043697679722221,77.55552891351851
tdr4hz,67.52002913328478,74.63583394027677,133,13.049624831548389,77.55401347758064
tdr4j0,65.12654770575382,98.87108521485798,932,13.009948446378404,77.56914862240686
tdr4j1,14.912600145666424,21.085214857975238,9,13.01449730625,77.573187475
tdr4j2,46.12163146394756,56.31828113619811,106,13.009965452059506,77.58147859851695
tdr4j3,23.13769523347091,50.983248361252734,16,13.015464750925926,77.58078746944445
tdr4j5,72.5652897721361,77.5673707210488,602,13.028571568314591,77.5719798010425
tdr4j6,70.60876426317067,74.43554260742899,327,13.021392132460468,77.58405677770708
tdr4j7,56.31667452122874,73.92571012381646,591,13.027106864449072,77.58002586013518
tdr4j8,20.193008011653312,35.57902403495994,41,13.010585683877997,77.59205839302832
tdr4j9,24.76936149550862,40.986890021849966,90,13.016618492746723,77.59187884982747
tdr4jd,52.939502913328475,62.563729060451564,295,13.02123690206512,77.59331232016122
tdr4je,50.29936592262543,77.29424617625638,335,13.026281818899529,77.58976991966367
tdr4jf,18.352452051468802,56.345593590677346,17,13.022609341666666,77.60082159444444
tdr4jg,7.447195921340131,7.447195921340131,1,13.0290165,77.6072299
tdr4jh,28.584607914542364,76.27458120903133,93,13.032401027444445,77.56884635706666
tdr4jj,16.964068948773974,37.29060451565914,84,13.037690867062219,77.56902357731947
tdr4jk,16.494901675163874,46.959213401311,38,13.032330270555557,77.57661905138889
tdr4jm,28.88747268754552,33.448652585579026,109,13.03649309013986,77.57483254905594
tdr4jn,10.45416710019769,28.514202476329203,25,13.042837700408162,77.57053297489797
tdr4jp,51.63267783442583,83.90386016023307,124,13.047380413454064,77.57126396133255
tdr4jq,25.09559359067735,59.914420975965044,21,13.042788883333333,77.58058200416667
tdr4jr,79.0203932993445,87.83685360524399,847,13.048106554177371,77.57695599339452
tdr4js,86.82499219644158,99.08958485069192,1009,13.033003122721405,77.58851534017403
tdr4jt,69.89257101238164,96.1944646758922,1992,13.038159285143184,77.58985537628578
tdr4jv,12.163146394756009,12.163146394756009,1,13.0354367,77.6038867
tdr4jw,34.21671191154075,53.15003641660597,76,13.043193461821348,77.59034229089002
tdr4jx,68.83518884611382,77.85870356882738,416,13.049131959638359,77.59290958266165
tdr4jy,21.692158290847292,54.78878368536052,11,13.0441297,77.60081717333334
tdr4k0,54.33357611070648,54.33357611070648,1,13.0519537,77.5246505
tdr4k1,51.310997815003645,51.310997815003645,2,13.0591057,77.5198668
tdr4k2,47.113983976693376,57.77494537509105,66,13.05457189281579,77.534624216
tdr4k3,34.28623452294246,34.28623452294246,1,13.0577516,77.5338148
tdr4k4,35.487982520029135,35.487982520029135,4,13.068032525,77.53035679999999
tdr4k5,18.01711580480699,20.484340859431903,64,13.069510520535715,77.52989618125
tdr4k6,33.01392935178441,38.71085214857975,18,13.066034963541668,77.53208690104167
tdr4k8,52.5901310997815,69.71959213401311,116,13.054718001015038,77.54925953164286
tdr4k9,46.01845108035931,55.44428259286235,78,13.058157729592223,77.547040943614
tdr4kc,32.99344501092498,60.105608157319736,11,13.058865598214286,77.5591599017857
tdr4kd,1.2017479970866713,1.2017479970866713,1,13.0664254,77.5524418
tdr4kg,5.2667516387472695,7.073925710123817,10,13.070255408333333,77.55703694166667
tdr4kt,27.163146394756005,31.609613983976693,42,13.081497437874962,77.5483852171315
tdr4ku,4.160597232337946,7.073925710123817,12,13.076591366666667,77.55819618666668
tdr4kv,7.03386744355426,22.22323379461034,17,13.081746347000001,77.5583028385
tdr4ky,8.475965040058266,12.764020393299344,2,13.088033,77.55594049999999
tdr4m0,28.587035688273854,28.587035688273854,1,13.0522291,77.5681241
tdr4m1,29.888929351784416,29.888929351784416,1,13.0624687,77.573942
tdr4m2,30.14748725418791,68.75455207574655,20,13.054752398952383,77.57651811771429
tdr4m3,38.60930584346462,73.50691915513474,128,13.059949436112204,77.57980595910097
tdr4m4,8.568827385287692,19.24617625637291,23,13.065771174222224,77.57072753079365
tdr4m5,4.96479728089342,10.23306627822287,6,13.071746083333332,77.57129603888889
tdr4m6,36.51344103820433,73.01529497450836,62,13.06518170469697,77.58104258545455
tdr4m7,50.91561752158985,95.59359067734887,51,13.070069805714285,77.58308397142856
tdr4m8,53.10997815003642,75.71012381646031,158,13.05468218498557,77.59257666885642
tdr4m9,60.647305171158045,84.54115076474874,446,13.059737490512767,77.58982848203514
tdr4mc,44.84705025491624,44.84705025491624,2,13.0590383,77.5990417
tdr4md,75.33381888807963,88.0189366351056,599,13.064792124782569,77.59056079540527
tdr4me,79.42234158776401,94.64675892206846,4858,13.07114174459269,77.58982170600225
tdr4mf,17.516387472687544,17.516387472687544,1,13.0657444,77.6008406
tdr4mg,37.855061908230155,51.42935178441369,19,13.072492,77.6044787875
tdr4mm,3.9512017479970867,4.752367079388201,9,13.08231215,77.5814389
tdr4mr,9.431900946831755,14.712308812818645,16,13.094576577777778,77.58192112857144
tdr4ms,70.35081330420005,89.53022578295703,10,13.075646694444444,77.59087252777778
tdr4mt,58.621631463947566,58.621631463947566,1,13.0818626,77.5935348
tdr4mx,63.65167516387473,78.22286962855061,300,13.093674016063348,77.59461716662895
tdr4mz,73.77397426559845,86.74435542607429,36,13.09416176327381,77.59892803210317
tdr4n0,17.766751638747266,20.848506919155135,20,13.009412423333334,77.61327625555555
tdr4n1,24.660111677591647,27.421704297159504,6,13.016192805555557,77.61778044444445
tdr4n2,50.43927530954115,59.723233794610344,58,13.01208355451389,77.62582609583333
tdr4n3,34.000971109492596,50.127458120903135,17,13.01560497051282,77.6242349102564
tdr4n4,8.09098949120799,12.618353969410052,36,13.021939652380953,77.61211081071428
tdr4n5,7.392571012381646,7.447195921340131,5,13.027923874999999,77.6097921375
tdr4n6,18.895666423889296,25.637290604515663,20,13.021939095192307,77.62111562980769
tdr4n7,22.36548616168973,31.846321922796793,28,13.026694441145834,77.624898115625
tdr4n9,3.8705649776297997,7.356154406409322,16,13.016322348639457,77.63767123265306
tdr4nb,4.495174799708667,6.755280407865986,7,13.0106189625,77.64565895
tdr4nc,4.535688273852877,9.777858703568826,7,13.01520291,77.64489773
tdr4nd,28.587035688273854,42.09759650400582,206,13.021984959367998,77.63696801509204
tdr4ne,21.241123452294246,42.57101238164603,38,13.026369686979166,77.63239408940973
tdr4nf,7.015659140568099,27.157683903860157,54,13.021558320812535,77.6443329751577
tdr4ng,9.48652585579024,14.584850691915513,3,13.024620383798926,77.6426162336758
tdr4nj,33.49417334304442,35.196649672250544,3,13.03684775,77.6118642
tdr4nk,42.625637290604516,71.66788055353241,322,13.032797366689412,77.62471213623704
tdr4nm,43.856973780043695,68.66351056081574,133,13.037491842804684,77.62508823447807
tdr4nn,33.08188533971491,40.45884923525128,47,13.042143414674053,77.61480804213777
tdr4nq,23.71859067734887,35.296795338674436,60,13.043197089285714,77.62376143979591
tdr4nr,30.963219227967954,33.576110706482154,8,13.047642371428571,77.6288097642857
tdr4ns,12.115349599417335,21.43117261471231,22,13.032389404642856,77.63436232035714
tdr4nv,1.8936635105608157,1.8936635105608157,2,13.040014249999999,77.64126715
tdr4nx,18.54060451565914,30.644573925710123,42,13.050122700038402,77.63025825072964
tdr4nz,10.688273852876911,12.217771303714493,5,13.048769555555557,77.64529844444445
tdr4p0,6.832665695557173,13.56518572469046,33,13.010359257253096,77.65977242494479
tdr4p1,7.7749453750910416,11.944646758922069,9,13.018443067857143,77.65455262142856
tdr4p2,3.3928137897547948,6.700655498907501,3,13.011927466666668,77.66839083333333
tdr4p4,11.738665331391115,22.305171158048072,66,13.021041936688581,77.65664223337818
tdr4p5,8.603423160961398,17.279679533867444,9,13.02604385606276,77.66040014563147
tdr4p7,5.720441854819131,9.104151493080845,17,13.028652642857145,77.66367971904762
tdr4pb,92.81985918912358,99.89075018208304,1473,13.008911632186903,77.69277939277698
tdr4pd,9.599417334304443,12.363437727603788,19,13.020542115688958,77.67621914200001
tdr4pf,15.08557902403496,16.951930080116533,4,13.022465433333334,77.68924638333334
tdr4pm,3.4686817188638015,3.4686817188638015,1,13.0374375,77.6706057
tdr4q2,12.235979606700656,14.930808448652586,9,13.053663003571428,77.62126155
tdr4q3,16.61507647487254,20.502549162418063,10,13.057493869999998,77.62660916
tdr4q5,3.332119446467589,3.332119446467589,6,13.07145395,77.60754321666667
tdr4q6,39.69410050983248,39.98543335761107,10,13.065727033333333,77.62862232777778
tdr4q7,35.85442461762564,43.20830298616169,54,13.069556033765245,77.62414112568598
tdr4q8,18.256858460791452,22.714857975236708,12,13.055691341666668,77.63230563333333
tdr4q9,11.179898033503278,11.179898033503278,1,13.0614903,77.6331533
tdr4qb,14.071376547705754,32.22869628550619,21,13.055121714444445,77.64749841333334
tdr4qc,21.75892206846322,38.1646030589949,17,13.059694247857141,77.64885332749999
tdr4qd,50.45520757465404,63.00072833211945,28,13.066926217222223,77.63238141777778
tdr4qe,61.56227239621268,67.35251274581209,90,13.071077104468865,77.63503822164834
tdr4qf,31.168973051711582,45.393299344501095,33,13.064414982421052,77.64789282136842
tdr4qs,48.35518329691673,57.647487254187915,10,13.076191979999999,77.63378653555556
tdr4qt,40.850327749453754,48.233794610342315,68,13.08301060631868,77.63577003916797
tdr4qw,29.288055353241077,36.98106336489439,21,13.086984448,77.63511369466667
tdr4qx,16.524034959941734,16.524034959941734,2,13.0914404,77.6356863
